no;year;id;wks;union;independen
874;6;125;49;1;6.786719799
875;7;125;49;1;6.916719913
876;1;126;38;0;6.416729927
877;2;126;51;0;6.489200115
878;3;126;49;0;6.617400169
879;4;126;51;0;6.705639839
880;5;126;51;0;6.856460094
881;6;126;50;0;6.437749863
882;7;126;52;0;5.746200085
883;1;127;51;1;6.835179806
884;2;127;48;1;6.905749798
885;3;127;48;1;7.081709862
886;4;127;45;1;7.098380089
887;5;127;48;1;7.377759933
888;6;127;49;1;7.438379765
889;7;127;37;1;7.35243988
890;1;128;48;0;5.521460056
891;2;128;30;0;5.89715004
892;3;128;50;1;6.356110096
893;4;128;50;1;6.476970196
894;5;128;49;1;6.546790123
895;6;128;42;1;6.656730175
896;7;128;41;0;6.762730122
897;1;129;49;1;6.070740223
898;2;129;48;1;6.126870155
899;3;129;49;1;6.2146101
900;4;129;49;1;6.272880077
901;5;129;49;1;6.327939987
902;6;129;49;1;6.444129944
903;7;129;49;1;6.490719795
904;1;130;46;1;6.483109951
905;2;130;45;1;6.525030136
906;3;130;46;1;6.607999802
907;4;130;46;1;6.715380192
908;5;130;46;1;6.840549946
909;6;130;46;1;6.969789982
910;7;130;46;1;7.047520161
911;1;131;45;1;6.483109951
912;2;131;43;1;6.553929806
913;3;131;45;1;6.599870205
914;4;131;45;1;6.709300041
915;5;131;43;1;6.856460094
916;6;131;38;1;6.967909813
917;7;131;41;1;7.062190056
918;1;132;51;0;6.905749798
919;2;132;51;0;6.905749798
920;3;132;50;0;7.438379765
921;4;132;50;0;7.495540142
922;5;132;51;0;7.57558012
923;6;132;46;0;7.649690151
924;7;132;50;0;7.546969891
925;1;133;51;1;6.327939987
926;2;133;50;1;6.476970196
927;3;133;50;1;6.586170197
928;4;133;50;1;6.68460989
929;5;133;50;1;6.68460989
930;6;133;50;1;6.941189766
931;7;133;40;1;7.047520161
932;1;134;47;1;5.720310211
933;2;134;48;1;5.9584198
934;3;134;51;1;6.021019936
935;4;134;49;1;6.2146101
936;5;134;49;1;6.291570187
937;6;134;48;1;6.371610165
938;7;134;49;1;6.453619957
939;1;135;49;0;6.652860165
940;2;135;49;0;6.77421999
941;3;135;47;0;7.090079784
942;4;135;48;0;6.907760143
943;5;135;48;0;7.108240128
944;6;135;48;0;7.02820015
945;7;135;48;0;7.313220024
946;1;136;48;0;6.905749798
947;2;136;51;0;6.579249859
948;3;136;50;0;7.183110237
949;4;136;51;0;7.313220024
950;5;136;49;0;7.408530235
951;6;136;47;0;7.386469841
952;7;136;48;0;7.647789955
953;1;137;49;0;6.63725996
954;2;137;49;0;6.785590172
955;3;137;49;0;6.912740231
956;4;137;49;0;6.982860088
957;5;137;50;0;6.956550121
958;6;137;49;0;7.019299984
959;7;137;50;0;7.253469944
960;1;138;47;0;6.905749798
961;2;138;48;0;6.905749798
962;3;138;48;0;7.467370033
963;4;138;49;0;7.50383997
964;5;138;45;0;7.585790157
965;6;138;48;0;7.663879871
966;7;138;47;0;7.467370033
967;1;139;51;0;6.437749863
968;2;139;51;0;6.620069981
969;3;139;51;0;6.620069981
970;4;139;50;0;6.77421999
971;5;139;51;0;7.130899906
972;6;139;49;0;7.150700092
973;7;139;49;0;7.244229794
974;1;140;44;1;6.230480194
975;2;140;48;1;6.333280087
976;3;140;48;1;6.364749908
977;4;140;49;1;6.450469971
978;5;140;48;1;6.57227993
979;6;140;38;1;6.993929863
980;7;140;52;1;7.218910217
981;1;141;46;0;5.886099815
982;2;141;44;0;5.783830166
983;3;141;45;0;5.991459846
984;4;141;51;0;6.109250069
985;5;141;50;0;6.320769787
986;6;141;50;0;6.437749863
987;7;141;49;0;6.50578022
988;1;142;47;0;6.721429825
989;2;142;45;0;6.680850029
990;3;142;48;0;6.726230145
991;4;142;47;0;6.877299786
992;5;142;47;0;6.877299786
993;6;142;47;0;6.961299896
994;7;142;47;0;7.109059811
995;1;143;50;0;6.371610165
996;2;143;49;0;6.476970196
997;3;143;49;0;6.586170197
998;4;143;49;0;6.68460989
999;5;143;48;0;6.813439846
1000;6;143;48;0;6.877299786
1001;7;143;48;0;6.966020107
1002;1;144;49;0;6.230480194
1003;2;144;50;0;6.309919834
1004;3;144;49;0;6.396930218
1005;4;144;49;0;6.620069981
1006;5;144;49;0;6.77421999
1007;6;144;48;0;6.749929905
1008;7;144;48;0;7.170119762
1009;1;145;48;0;6.77421999
1010;2;145;49;0;6.905749798
1011;3;145;49;0;7.313220024
1012;4;145;49;0;7.495540142
1013;5;145;49;0;6.913740158
1014;6;145;49;0;7.109879971
1015;7;145;49;0;7.398169994
1016;1;146;48;0;6.905749798
1017;2;146;48;0;6.905749798
1018;3;146;48;0;7.130899906
1019;4;146;48;0;7.170119762
1020;5;146;48;0;7.244229794
1021;6;146;48;0;7.313220024
1022;7;146;48;0;7.408530235
1023;1;147;47;0;6.476970196
1024;2;147;48;0;6.613379955
1025;3;147;48;0;6.721429825
1026;4;147;48;0;7.003069878
1027;5;147;47;0;7.003069878
1028;6;147;49;0;7.198180199
1029;7;147;47;0;7.210080147
1030;1;148;45;0;5.752570152
1031;2;148;50;0;5.752570152
1032;3;148;50;0;6.234409809
1033;4;148;47;0;6.476970196
1034;5;148;51;0;6.620069981
1035;6;148;50;0;6.956550121
1036;7;148;49;0;6.866930008
1037;1;149;36;1;6.536690235
1038;2;149;36;1;6.841619968
1039;3;149;36;1;6.68460989
1040;4;149;36;1;6.840549946
1041;5;149;39;1;6.907760143
1042;6;149;36;1;6.856460094
1043;7;149;37;1;6.907760143
1044;1;150;48;1;6.270989895
1045;2;150;37;1;6.539589882
1046;3;150;32;1;6.566669941
1047;4;150;47;1;6.595779896
1048;5;150;40;1;6.838409901
1049;6;150;42;1;6.940219879
1050;7;150;5;1;6.803510189
1051;1;151;50;0;6.309919834
1052;2;151;50;0;6.432940006
1053;3;151;46;0;6.481579781
1054;4;151;49;0;6.606649876
1055;5;151;50;0;6.633319855
1056;6;151;48;0;6.745240211
1057;7;151;46;0;6.827630043
1058;1;152;50;0;5.416100025
1059;2;152;44;0;5.459589958
1060;3;152;48;0;5.459589958
1061;4;152;43;0;5.579730034
1062;5;152;6;0;5.703780174
1063;6;152;6;0;5.703780174
1064;7;152;35;0;5.703780174
1065;1;153;49;0;6.224559784
1066;2;153;37;0;6.309919834
1067;3;153;49;0;6.309919834
1068;4;153;48;0;6.38519001
1069;5;153;22;0;6.434549809
1070;6;153;50;0;6.551080227
1071;7;153;48;0;6.68460989
1072;1;154;50;0;6.745240211
1073;2;154;44;0;6.727429867
1074;3;154;50;0;6.88244009
1075;4;154;45;0;6.927559853
1076;5;154;44;0;6.899720192
1077;6;154;51;0;7.027309895
1078;7;154;49;0;7.130899906
1079;1;155;49;0;6.522089958
1080;2;155;46;0;6.68460989
1081;3;155;48;0;6.802390099
1082;4;155;48;0;7.003069878
1083;5;155;48;0;7.003069878
1084;6;155;48;0;7.279319763
1085;7;155;48;0;7.377759933
1086;1;156;47;0;6.652860165
1087;2;156;47;0;6.77421999
1088;3;156;47;0;6.802390099
1089;4;156;47;0;6.856460094
1090;5;156;48;0;7.003069878
1091;6;156;48;0;7.090079784
1092;7;156;48;0;7.069019794
1093;1;157;48;1;6.545350075
1094;2;157;51;1;6.453619957
1095;3;157;49;1;6.577859879
1096;4;157;49;1;6.67456007
1097;5;157;50;1;6.773079872
1098;6;157;50;1;6.869009972
1099;7;157;50;1;6.907760143
1100;1;158;46;0;6.638569832
1101;2;158;47;0;6.68460989
1102;3;158;47;0;6.733399868
1103;4;158;47;0;6.88244009
1104;5;158;47;0;6.925600052
1105;6;158;47;0;7.041409969
1106;7;158;47;0;7.088409901
1107;1;159;49;0;6.551080227
1108;2;159;49;0;6.586170197
1109;3;159;49;0;6.652860165
1110;4;159;52;0;6.437749863
1111;5;159;48;0;6.620069981
1112;6;159;50;0;6.802390099
1113;7;159;49;1;6.68460989
1114;1;160;38;1;6.620069981
1115;2;160;40;1;6.802390099
1116;3;160;39;1;6.856460094
1117;4;160;38;1;6.907760143
1118;5;160;39;1;6.956550121
1119;6;160;39;1;7.090079784
1120;7;160;35;1;7.150700092
1121;1;161;50;0;6.109250069
1122;2;161;52;0;6.2146101
1123;3;161;52;0;6.2146101
1124;4;161;52;0;6.558199883
1125;5;161;52;0;6.665679932
1126;6;161;46;0;6.861710072
1127;7;161;52;0;6.970729828
1128;1;162;50;0;5.743000031
1129;2;162;38;0;6.052090168
1130;3;162;49;0;6.079929829
1131;4;162;49;0;6.309919834
1132;5;162;51;0;6.396930218
1133;6;162;51;0;6.476970196
1134;7;162;49;0;6.514709949
1135;1;163;50;1;6.040249825
1136;2;163;52;1;6.184150219
1137;3;163;51;1;6.2146101
1138;4;163;49;1;6.309919834
1139;5;163;49;1;6.455200195
1140;6;163;50;1;6.522089958
1141;7;163;49;1;6.64248991
1142;1;164;49;0;6.073040009
1143;2;164;46;0;6.194409847
1144;3;164;50;0;6.318970203
1145;4;164;50;0;6.395259857
1146;5;164;46;0;6.476970196
1147;6;164;45;0;6.597149849
1148;7;164;41;0;6.692080021
1149;1;165;50;1;6.177939892
1150;2;165;50;1;6.31716013
1151;3;165;50;1;6.411819935
1152;4;165;50;1;6.396930218
1153;5;165;40;1;6.514709949
1154;6;165;48;1;6.613379955
1155;7;165;45;1;6.678339958
1156;1;166;50;0;6.715380192
1157;2;166;48;0;6.785590172
1158;3;166;48;0;6.884490013
1159;4;166;47;0;7.003069878
1160;5;166;43;0;7.090079784
1161;6;166;49;0;7.170119762
1162;7;166;48;0;7.293019772
1163;1;167;20;0;5.010640144
1164;2;167;30;0;5.010640144
1165;3;167;36;0;5.521460056
1166;4;167;52;0;5.669879913
1167;5;167;52;0;5.736569881
1168;6;167;29;0;5.814129829
1169;7;167;40;0;5.814129829
1170;1;168;40;0;6.232450008
1171;2;168;42;0;6.579249859
1172;3;168;44;1;6.652860165
1173;4;168;48;1;6.745240211
1174;5;168;48;0;7.495540142
1175;6;168;48;0;8.1605196
1176;7;168;50;0;8.308199883
1177;1;169;50;0;6.905749798
1178;2;169;50;0;6.905749798
1179;3;169;51;0;7.408530235
1180;4;169;51;0;7.467370033
1181;5;169;51;0;7.522940159
1182;6;169;49;0;7.467370033
1183;7;169;50;0;7.57558012
1184;1;170;39;0;5.673319817
1185;2;170;47;0;5.746200085
1186;3;170;49;0;5.828949928
1187;4;170;50;0;6.079929829
1188;5;170;52;0;5.991459846
1189;6;170;49;0;5.991459846
1190;7;170;49;0;6.137730122
1191;1;171;51;0;5.991459846
1192;2;171;51;0;5.926929951
1193;3;171;50;0;6.079929829
1194;4;171;49;0;6.079929829
1195;5;171;45;0;6.263400078
1196;6;171;52;0;6.437749863
1197;7;171;28;0;6.551080227
1198;1;172;48;0;6.905749798
1199;2;172;47;0;6.905749798
1200;3;172;47;0;7.227660179
1201;4;172;46;0;7.293019772
1202;5;172;48;0;7.333680153
1203;6;172;49;0;7.573530197
1204;7;172;50;0;7.271009922
1205;1;173;48;0;6.905749798
1206;2;173;46;0;6.905749798
1207;3;173;46;0;7.346010208
1208;4;173;49;0;7.313220024
1209;5;173;44;0;7.554860115
1210;6;173;48;0;7.718689919
1211;7;173;43;0;7.696209908
1212;1;174;28;1;6.082220078
1213;2;174;40;1;6.513229847
1214;3;174;29;1;6.621409893
1215;4;174;46;1;6.699500084
1216;5;174;48;1;6.795710087
1217;6;174;49;1;6.896689892
1218;7;174;48;1;6.996679783
1219;1;175;49;0;5.966149807
1220;2;175;50;0;6.111470222
1221;3;175;48;0;6.173789978
1222;4;175;49;0;6.220590115
1223;5;175;48;0;6.289720058
1224;6;175;50;0;6.364749908
1225;7;175;49;0;6.727429867
1226;1;176;50;0;6.436150074
1227;2;176;50;0;6.659289837
1228;3;176;50;0;6.745240211
1229;4;176;50;0;6.856460094
1230;5;176;50;0;6.907760143
1231;6;176;49;0;7.133299828
1232;7;176;47;0;7.218910217
1233;1;177;49;0;6.77421999
1234;2;177;51;0;6.825459957
1235;3;177;48;0;6.079929829
1236;4;177;49;0;6.907760143
1237;5;177;47;0;6.2146101
1238;6;177;52;0;6.700729847
1239;7;177;50;0;6.593039989
1240;1;178;49;0;6.100319862
1241;2;178;48;0;6.156980038
1242;3;178;49;0;6.242219925
1243;4;178;50;0;6.383510113
1244;5;178;51;0;6.424870014
1245;6;178;47;0;6.57227993
1246;7;178;49;0;6.756929874
1247;1;179;47;0;5.746200085
1248;2;179;47;0;5.926929951
1249;3;179;49;0;6.016160011
1250;4;179;50;0;5.948029995
1251;5;179;46;0;6.052090168
1252;6;179;48;0;6.324359894
1253;7;179;49;0;6.369900227
1254;1;180;48;0;6.289720058
1255;2;180;48;0;6.396930218
1256;3;180;50;0;6.545350075
1257;4;180;50;0;6.731019974
1258;5;180;51;0;7.493319988
1259;6;180;50;0;6.731019974
1260;7;180;50;0;6.982860088
1261;1;181;46;1;6.551080227
1262;2;181;26;0;6.866930008
1263;3;181;50;0;6.925600052
1264;4;181;49;0;7.064760208
1265;5;181;49;0;7.130899906
1266;6;181;49;0;7.438379765
1267;7;181;32;1;7.144410133
1268;1;182;51;0;5.857930183
1269;2;182;51;0;5.886099815
1270;3;182;51;0;5.991459846
1271;4;182;50;0;6.028279781
1272;5;182;50;0;6.109250069
1273;6;182;50;0;6.163310051
1274;7;182;51;0;6.2146101
1275;1;183;36;0;5.420529842
1276;2;183;36;0;5.517449856
1277;3;183;39;0;5.192959785
1278;4;183;36;0;5.347109795
1279;5;183;35;0;5.641910076
1280;6;183;38;0;5.659480095
1281;7;183;41;0;5.752570152
1282;1;184;47;0;6.553929806
1283;2;184;47;0;6.715380192
1284;3;184;47;0;6.624070168
1285;4;184;47;0;6.830870152
1286;5;184;47;0;6.956550121
1287;6;184;47;1;6.790100098
1288;7;184;47;1;7.090079784
1289;1;185;48;1;6.551080227
1290;2;185;49;1;6.620069981
1291;3;185;48;1;6.705639839
1292;4;185;48;1;6.785590172
1293;5;185;46;1;6.888569832
1294;6;185;46;1;7.007599831
1295;7;185;47;1;7.11232996
1296;1;186;45;0;6.802390099
1297;2;186;45;0;6.856460094
1298;3;186;45;0;6.980080128
1299;4;186;46;0;7.095890045
1300;5;186;44;0;7.488289833
1301;6;186;44;0;7.451240063
1302;7;186;30;1;7.478730202
1303;1;187;47;1;6.905749798
1304;2;187;49;1;6.905749798
1305;3;187;45;1;7.116390228
1306;4;187;26;1;7.074120045
1307;5;187;22;1;7.057899952
1308;6;187;48;1;7.02643013
1309;7;187;42;1;7.262629986
1310;1;188;49;0;6.620069981
1311;2;188;48;0;6.620069981
1312;3;188;48;0;6.833030224
1313;4;188;48;0;6.925600052
1314;5;188;47;0;7.023759842
1315;6;188;46;0;7.063049793
1316;7;188;48;0;7.183110237
1317;1;189;48;0;6.905749798
1318;2;189;48;0;6.905749798
1319;3;189;49;0;7.047520161
1320;4;189;48;0;7.090079784
1321;5;189;48;0;7.130899906
1322;6;189;48;0;6.999420166
1323;7;189;49;0;7.014810085
1324;1;190;51;0;6.09581995
1325;2;190;51;0;6.291570187
1326;3;190;50;0;6.405230045
1327;4;190;50;0;6.620069981
1328;5;190;49;0;6.719009876
1329;6;190;50;0;6.825459957
1330;7;190;50;0;6.954639912
1331;1;191;50;1;6.100319862
1332;2;191;51;1;6.291570187
1333;3;191;51;1;6.291570187
1334;4;191;51;1;6.371610165
1335;5;191;44;1;6.473889828
1336;6;191;41;1;6.546790123
1337;7;191;42;1;6.590300083
1338;1;192;48;1;6.285999775
1339;2;192;49;1;6.459899902
1340;3;192;42;1;6.549650192
1341;4;192;15;1;6.646389961
1342;5;192;44;1;6.768489838
1343;6;192;47;1;6.841619968
1344;7;192;44;1;6.947939873
1345;1;193;48;0;6.905749798
1346;2;193;49;0;6.905749798
1347;3;193;50;0;7.365180016
1348;4;193;48;0;7.424759865
1349;5;193;49;0;7.467370033
1350;6;193;52;0;7.28139019
1351;7;193;50;0;7.493319988
1352;1;194;47;1;6.549650192
1353;2;194;45;1;6.835179806
1354;3;194;48;1;6.797939777
1355;4;194;48;1;6.801280022
1356;5;194;48;1;6.910749912
1357;6;194;51;1;6.690839767
1358;7;194;49;1;6.476970196
1359;1;195;52;0;6.445720196
1360;2;195;50;0;6.620069981
1361;3;195;50;0;6.697030067
1362;4;195;50;0;6.829790115
1363;5;195;50;0;6.907760143
1364;6;195;51;0;6.722630024
1365;7;195;52;0;6.720220089
1366;1;196;46;0;6.052090168
1367;2;196;50;0;6.2146101
1368;3;196;49;0;6.437749863
1369;4;196;48;0;6.586170197
1370;5;196;50;0;6.68460989
1371;6;196;50;0;6.745240211
1372;7;196;40;0;6.907760143
1373;1;197;50;0;5.533390045
1374;2;197;50;0;5.820079803
1375;3;197;50;0;5.89989996
1376;4;197;50;0;5.976349831
1377;5;197;49;0;6.052090168
1378;6;197;48;0;6.129049778
1379;7;197;39;0;6.212609768
1380;1;198;47;0;6.68460989
1381;2;198;48;0;6.68460989
1382;3;198;47;0;6.77421999
1383;4;198;45;0;6.845880032
1384;5;198;45;0;7.025539875
1385;6;198;45;0;7.088409901
1386;7;198;45;0;7.130899906
1387;1;199;50;0;6.396930218
1388;2;199;50;0;6.51914978
1389;3;199;48;0;6.60394001
1390;4;199;50;0;6.73815012
1391;5;199;49;0;6.842679977
1392;6;199;48;0;6.907760143
1393;7;199;50;0;7.090079784
1394;1;200;43;0;6.173789978
1395;2;200;38;0;6.336830139
1396;3;200;36;0;6.354370117
1397;4;200;36;0;6.395259857
1398;5;200;36;1;6.551080227
1399;6;200;37;1;6.68460989
1400;7;200;38;0;6.731019974
1401;1;201;48;1;6.163310051
1402;2;201;47;1;6.242219925
1403;3;201;48;1;6.36646986
1404;4;201;47;1;6.442540169
1405;5;201;47;1;6.510260105
1406;6;201;45;1;6.624070168
1407;7;201;47;1;6.715380192
1408;1;202;50;0;5.908080101
1409;2;202;50;0;5.926929951
1410;3;202;51;0;6.107019901
1411;4;202;51;0;6.261489868
1412;5;202;48;0;6.261489868
1413;6;202;50;0;6.31716013
1414;7;202;50;0;6.424870014
1415;1;203;46;0;6.079929829
1416;2;203;52;0;6.079929829
1417;3;203;51;0;6.137730122
1418;4;203;50;0;6.188260078
1419;5;203;51;0;6.188260078
1420;6;203;51;0;5.966149807
1421;7;203;52;0;6.016160011
1422;1;204;50;1;6.476970196
1423;2;204;48;1;6.536690235
1424;3;204;45;0;6.586170197
1425;4;204;38;1;6.672029972
1426;5;204;28;1;6.802390099
1427;6;204;44;1;6.937310219
1428;7;204;46;1;7.047520161
1429;1;205;45;1;6.546790123
1430;2;205;48;1;6.68460989
1431;3;205;42;1;6.907760143
1432;4;205;36;1;6.694560051
1433;5;205;48;1;6.907760143
1434;6;205;34;1;6.938280106
1435;7;205;34;1;7.048389912
1436;1;206;48;0;6.905749798
1437;2;206;50;0;6.905749798
1438;3;206;50;0;7.342780113
1439;4;206;49;0;7.475910187
1440;5;206;49;0;7.501080036
1441;6;206;49;0;7.217440128
1442;7;206;47;0;7.872839928
1443;1;207;51;0;6.905749798
1444;2;207;35;0;6.905749798
1445;3;207;52;0;7.313220024
1446;4;207;52;0;7.706610203
1447;5;207;52;0;6.982860088
1448;6;207;52;0;7.467370033
1449;7;207;51;0;7.919360161
1450;1;208;22;0;5.393630028
1451;2;208;46;0;5.521460056
1452;3;208;50;1;5.752570152
1453;4;208;49;1;5.752570152
1454;5;208;50;1;5.814129829
1455;6;208;41;0;5.953239918
1456;7;208;42;0;6.052090168
1457;1;209;49;0;6.551080227
1458;2;209;40;0;6.672029972
1459;3;209;44;0;6.665679932
1460;4;209;43;0;6.672029972
1461;5;209;41;0;6.715380192
1462;6;209;40;0;6.802390099
1463;7;209;42;0;6.897699833
1464;1;210;39;1;6.620069981
1465;2;210;48;1;6.620069981
1466;3;210;48;1;6.715380192
1467;4;210;48;1;6.802390099
1468;5;210;47;1;6.856460094
1469;6;210;45;1;6.907760143
1470;7;210;45;1;6.956550121
1471;1;211;49;0;6.77421999
1472;2;211;48;0;6.905749798
1473;3;211;49;0;6.907760143
1474;4;211;49;0;7.369599819
1475;5;211;52;0;7.452980042
1476;6;211;49;0;7.649690151
1477;7;211;48;1;7.549610138
1478;1;212;49;0;6.905749798
1479;2;212;48;0;6.905749798
1480;3;212;49;0;7.090079784
1481;4;212;49;0;7.207859993
1482;5;212;47;0;7.313220024
1483;6;212;49;0;7.201169968
1484;7;212;49;0;7.600900173
1485;1;213;48;0;6.905749798
1486;2;213;49;0;6.905749798
1487;3;213;49;0;7.003069878
1488;4;213;51;0;7.090079784
1489;5;213;48;0;7.130899906
1490;6;213;49;0;7.081709862
1491;7;213;48;0;7.244229794
1492;1;214;49;0;6.285999775
1493;2;214;48;0;6.354370117
1494;3;214;49;0;6.437749863
1495;4;214;49;0;6.437749863
1496;5;214;49;0;6.476970196
1497;6;214;49;0;6.551080227
1498;7;214;49;0;6.551080227
1499;1;215;48;0;6.263400078
1500;2;215;50;0;6.173789978
1501;3;215;50;0;6.109250069
1502;4;215;46;0;6.109250069
1503;5;215;52;0;6.309919834
1504;6;215;51;0;6.2146101
1505;7;215;50;0;6.396930218
1506;1;216;49;0;6.856460094
1507;2;216;49;0;6.905749798
1508;3;216;49;0;7.047520161
1509;4;216;49;0;7.130899906
1510;5;216;47;0;7.244229794
1511;6;216;48;0;6.994850159
1512;7;216;48;0;7.549610138
1513;1;217;49;0;6.052090168
1514;2;217;50;0;6.052090168
1515;3;217;50;0;6.2146101
1516;4;217;51;0;6.333280087
1517;5;217;50;0;6.437749863
1518;6;217;49;0;6.192359924
1519;7;217;49;0;6.532330036
1520;1;218;46;1;6.315360069
1521;2;218;12;1;6.333280087
1522;3;218;49;1;6.401919842
1523;4;218;49;1;6.54102993
1524;5;218;48;1;6.546790123
1525;6;218;49;1;6.650279999
1526;7;218;49;1;6.688350201
1527;1;219;48;0;6.813439846
1528;2;219;43;0;6.802390099
1529;3;219;48;1;6.956550121
1530;4;219;48;0;7.088409901
1531;5;219;48;1;7.364550114
1532;6;219;50;0;7.495540142
1533;7;219;50;1;7.210820198
1534;1;220;43;1;6.478509903
1535;2;220;41;1;6.553929806
1536;3;220;43;1;6.628039837
1537;4;220;42;1;6.745240211
1538;5;220;41;1;6.829790115
1539;6;220;45;1;7.090079784
1540;7;220;46;1;7.050990105
1541;1;221;44;0;6.905749798
1542;2;221;49;0;6.905749798
1543;3;221;48;1;7.207859993
1544;4;221;45;1;7.293019772
1545;5;221;46;1;7.377759933
1546;6;221;46;1;7.154620171
1547;7;221;46;1;7.28207016
1548;1;222;45;0;5.703780174
1549;2;222;46;0;6.263400078
1550;3;222;43;0;5.926929951
1551;4;222;36;0;5.521460056
1552;5;222;44;0;5.991459846
1553;6;222;47;0;6.163310051
1554;7;222;51;0;6.354370117
1555;1;223;50;0;6.109250069
1556;2;223;49;0;6.244170189
1557;3;223;50;0;6.282269955
1558;4;223;49;0;6.38519001
1559;5;223;50;0;6.489200115
1560;6;223;49;0;6.556779861
1561;7;223;48;0;6.77421999
1562;1;224;30;1;6.905749798
1563;2;224;26;1;6.905749798
1564;3;224;30;1;7.038780212
1565;4;224;36;1;7.122869968
1566;5;224;49;1;7.122869968
1567;6;224;44;1;7.170119762
1568;7;224;52;1;7.306529999
1569;1;225;49;0;6.023449898
1570;2;225;49;0;6.253829956
1571;3;225;49;0;6.333280087
1572;4;225;49;0;6.476970196
1573;5;225;49;0;6.490719795
1574;6;225;49;0;6.842679977
1575;7;225;49;0;6.901740074
1576;1;226;49;0;5.579730034
1577;2;226;52;0;5.669879913
1578;3;226;51;0;5.826000214
1579;4;226;48;0;5.874929905
1580;5;226;50;0;5.89989996
1581;6;226;43;0;6.109250069
1582;7;226;50;0;6.192359924
1583;1;227;47;0;6.905749798
1584;2;227;52;0;6.905749798
1585;3;227;43;0;7.11070013
1586;4;227;48;0;7.130899906
1587;5;227;48;0;6.670770168
1588;6;227;48;0;6.907760143
1589;7;227;48;0;6.907760143
1590;1;228;50;0;6.14632988
1591;2;228;50;0;6.551080227
1592;3;228;50;0;6.802390099
1593;4;228;50;0;6.907760143
1594;5;228;50;0;7.090079784
1595;6;228;50;0;7.244229794
1596;7;228;49;0;7.313220024
1597;1;229;40;1;6.68460989
1598;2;229;40;0;6.745240211
1599;3;229;40;1;6.745240211
1600;4;229;40;0;6.856460094
1601;5;229;39;0;6.907760143
1602;6;229;42;0;6.907760143
1603;7;229;42;1;6.907760143
1604;1;230;50;1;5.913499832
1605;2;230;50;1;6.240280151
1606;3;230;50;1;6.363029957
1607;4;230;50;1;6.551080227
1608;5;230;50;1;6.715380192
1609;6;230;50;1;6.802390099
1610;7;230;50;1;6.907760143
1611;1;231;49;0;6.905749798
1612;2;231;48;0;6.905749798
1613;3;231;49;0;7.649690151
1614;4;231;48;0;7.882309914
1615;5;231;49;0;7.82404995
1616;6;231;48;0;7.972469807
1617;7;231;48;0;8.047189713
1618;1;232;34;0;6.040249825
1619;2;232;49;0;6.905749798
1620;3;232;49;0;6.956550121
1621;4;232;47;0;7.015709877
1622;5;232;46;1;7.090079784
1623;6;232;48;0;7.130899906
1624;7;232;48;0;7.041409969
1625;1;233;46;1;6.633319855
1626;2;233;49;1;6.715380192
1627;3;233;47;1;6.829790115
1628;4;233;50;1;6.907760143
1629;5;233;50;0;7.003069878
1630;6;233;45;1;7.082550049
1631;7;233;39;1;7.130899906
1632;1;234;39;1;6.232450008
1633;2;234;47;1;6.302619934
1634;3;234;48;1;6.345640182
1635;4;234;48;1;6.472350121
1636;5;234;50;1;6.487679958
1637;6;234;48;1;6.715380192
1638;7;234;47;1;6.745240211
1639;1;235;49;0;5.926929951
1640;2;235;48;0;5.953239918
1641;3;235;46;0;6.109250069
1642;4;235;48;0;6.142039776
1643;5;235;46;0;6.173789978
1644;6;235;40;0;6.173789978
1645;7;235;49;0;6.173789978
1646;1;236;48;0;6.905749798
1647;2;236;49;0;6.905749798
1648;3;236;49;0;7.189169884
1649;4;236;49;0;7.192930222
1650;5;236;48;0;7.377759933
1651;6;236;48;0;7.377759933
1652;7;236;48;0;7.487170219
1653;1;237;36;0;6.163310051
1654;2;237;36;0;6.152729988
1655;3;237;43;0;6.369900227
1656;4;237;36;0;6.380119801
1657;5;237;40;0;6.31716013
1658;6;237;40;0;6.579249859
1659;7;237;36;0;6.593039989
1660;1;238;52;1;6.745240211
1661;2;238;50;0;6.851180077
1662;3;238;52;0;6.907760143
1663;4;238;50;0;6.966020107
1664;5;238;50;0;7.034389973
1665;6;238;48;0;6.920670033
1666;7;238;48;0;7.035270214
1667;1;239;47;0;6.905749798
1668;2;239;47;0;6.905749798
1669;3;239;47;0;7.82404995
1670;4;239;47;0;7.901010036
1671;5;239;47;0;7.673220158
1672;6;239;47;0;8.006369591
1673;7;239;49;0;8.055159569
1674;1;240;49;1;6.905749798
1675;2;240;49;1;6.905749798
1676;3;240;49;1;7.123670101
1677;4;240;49;1;7.239210129
1678;5;240;49;1;7.423570156
1679;6;240;49;1;7.467370033
1680;7;240;48;1;7.557469845
1681;1;241;50;0;6.53813982
1682;2;241;49;0;6.629360199
1683;3;241;45;0;6.722630024
1684;4;241;43;0;6.864850044
1685;5;241;49;0;6.876259804
1686;6;241;44;1;6.758090019
1687;7;241;38;1;6.769639969
1688;1;242;47;1;5.752570152
1689;2;242;45;1;5.752570152
1690;3;242;46;1;5.880529881
1691;4;242;41;1;5.945419788
1692;5;242;48;1;6.035480022
1693;6;242;45;1;6.025869846
1694;7;242;39;1;6.165420055
1695;1;243;46;1;6.905749798
1696;2;243;43;1;6.905749798
1697;3;243;40;1;7.145199776
1698;4;243;43;1;7.22548008
1699;5;243;50;1;7.33302021
1700;6;243;49;1;7.408530235
1701;7;243;48;1;7.346010208
1702;1;244;42;0;6.371610165
1703;2;244;48;0;6.469250202
